name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype/0,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,sunsetEpoch,stations/4,stations/3,source,stations/0,stations/6,stations/1,datetimeEpoch,sunriseEpoch,stations/5,stations/2
,2020-02-01,66.4,45.6,55.3,66.4,45.6,55.2,47.3,76.2,0.0,0,0.0,,0,0,17.4,9.2,296.4,1018.3,21.2,1.1,182.4,15.6,7,,07:09:44,17:59:49,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1580560189,42181099999,42139099999,obs,42182099999,,42176099999,1580495400,1580521184,,VIDP
,2020-02-02,65.3,44.6,53.7,65.3,41.3,53.4,47.1,80.6,0.0,0,0.0,,0,0,18.8,11.4,276.9,1019.9,34.0,0.9,200.2,17.2,7,,07:09:11,18:00:39,0.25,Partially cloudy,Clearing in the afternoon.,fog,,1580646639,42181099999,42139099999,obs,42182099999,,42176099999,1580581800,1580607551,,VIDP
,2020-02-03,69.8,44.1,56.5,69.8,43.2,56.4,45.0,70.4,0.0,0,0.0,,0,0,15.4,7.8,267.1,1018.5,0.1,1.3,203.3,17.7,7,,07:08:37,18:01:28,0.3,Clear,Clear conditions throughout the day.,clear-day,,1580733088,42181099999,42139099999,obs,42182099999,,42176099999,1580668200,1580693917,,VIDP
,2020-02-04,70.6,45.6,58.3,70.6,45.6,58.3,46.2,67.7,0.0,0,0.0,,0,0,14.1,9.2,121.3,1016.8,11.3,1.1,199.5,17.3,7,,07:08:02,18:02:16,0.34,Clear,Clear conditions throughout the day.,clear-day,,1580819536,42181099999,42139099999,obs,42182099999,,42176099999,1580754600,1580780282,,VIDP
,2020-02-05,69.6,47.6,57.7,69.6,46.3,57.4,48.8,75.0,0.0,0,0.0,,0,0,19.0,10.3,287.7,1017.1,18.6,1.1,198.1,17.2,7,,07:07:25,18:03:05,0.37,Clear,Clear conditions throughout the day.,clear-day,,1580905985,42181099999,42139099999,obs,42182099999,,42176099999,1580841000,1580866645,remote,VIDP
,2020-02-06,66.2,45.6,55.3,66.2,44.2,55.0,46.2,75.2,0.0,0,0.0,,0,0,14.5,6.9,266.9,1016.4,16.0,1.3,203.6,17.6,7,,07:06:47,18:03:53,0.4,Clear,Clear conditions throughout the day.,clear-day,,1580992433,42181099999,42139099999,obs,42182099999,,42176099999,1580927400,1580953007,,VIDP
,2020-02-07,66.6,45.5,55.5,66.6,45.5,55.5,46.5,74.0,0.0,0,0.0,,0,0,18.1,9.2,308.7,1018.9,3.9,1.0,184.3,16.0,7,,07:06:08,18:04:41,0.43,Clear,Clear conditions throughout the day.,clear-day,,1581078881,42181099999,42139099999,obs,42182099999,,42176099999,1581013800,1581039368,remote,VIDP
,2020-02-08,69.0,47.7,56.6,69.0,46.3,56.2,47.2,73.7,0.0,0,0.0,,0,0,16.1,11.4,286.9,1020.8,2.3,1.0,208.0,18.0,8,,07:05:27,18:05:28,0.47,Clear,Clear conditions throughout the day.,clear-day,,1581165328,42181099999,42139099999,obs,42182099999,,42176099999,1581100200,1581125727,,VIDP
,2020-02-09,71.0,46.3,57.6,71.0,46.3,57.5,48.3,75.1,0.0,0,0.0,,0,0,13.9,38.2,305.0,1021.3,19.3,1.0,211.5,18.3,8,,07:04:45,18:06:15,0.5,Clear,Clear conditions throughout the day.,wind,,1581251775,42181099999,42139099999,obs,42182099999,,42176099999,1581186600,1581212085,,VIDP
,2020-02-10,68.9,44.6,56.1,68.9,43.2,55.8,47.2,74.8,0.0,0,0.0,,0,0,16.1,8.1,269.9,1019.3,30.0,0.8,214.0,18.6,8,,07:04:02,18:07:02,0.53,Partially cloudy,Partly cloudy throughout the day.,fog,,1581338222,42181099999,42139099999,obs,42182099999,,42176099999,1581273000,1581298442,,VIDP
,2020-02-11,72.0,45.9,58.8,72.0,45.9,58.8,48.0,71.8,0.0,0,0.0,,0,0,14.3,6.9,275.8,1019.4,11.9,0.9,214.2,18.6,8,,07:03:18,18:07:48,0.57,Clear,Clear conditions throughout the day.,fog,,1581424668,42181099999,42139099999,obs,42182099999,,42176099999,1581359400,1581384798,,VIDP
,2020-02-12,75.1,50.0,61.0,75.1,48.4,60.9,52.4,76.6,0.0,0,0.0,,0,0,24.8,13.9,265.3,1018.9,7.9,0.8,209.3,18.1,8,,07:02:32,18:08:34,0.6,Clear,Clear conditions throughout the day.,fog,,1581511114,42181099999,42139099999,obs,42182099999,,42176099999,1581445800,1581471152,,VIDP
,2020-02-13,80.6,51.8,65.6,81.1,51.8,65.6,53.1,67.4,0.0,0,0.0,,0,0,23.7,13.9,262.4,1015.7,6.1,1.3,210.5,18.0,8,,07:01:45,18:09:20,0.64,Clear,Clear conditions throughout the day.,clear-day,,1581597560,42181099999,42139099999,obs,42182099999,,42176099999,1581532200,1581557505,,VIDP
,2020-02-14,75.9,55.5,65.3,75.9,55.5,65.3,50.2,60.5,0.0,0,0.0,,0,0,28.9,16.1,279.1,1012.9,0.0,1.5,220.6,19.0,8,,07:00:57,18:10:05,0.67,Clear,Clear conditions throughout the day.,clear-day,,1581684005,42181099999,42139099999,obs,42182099999,,42176099999,1581618600,1581643857,,VIDP
,2020-02-15,77.0,50.0,63.3,77.0,47.2,63.2,46.1,56.5,0.0,0,0.0,,0,0,23.3,16.1,265.0,1013.2,0.0,1.5,223.8,19.4,8,,07:00:08,18:10:50,0.71,Clear,Clear conditions throughout the day.,clear-day,,1581770450,42181099999,42139099999,obs,42182099999,,42176099999,1581705000,1581730208,,VIDP
,2020-02-16,78.9,51.3,64.1,78.9,51.3,64.1,48.4,60.0,0.0,0,0.0,,0,0,15.9,9.2,284.8,1016.3,0.0,1.5,225.5,19.6,8,,06:59:18,18:11:34,0.75,Clear,Clear conditions throughout the day.,clear-day,,1581856894,42181099999,42139099999,obs,42182099999,,42176099999,1581791400,1581816558,,VIDP
,2020-02-17,78.7,51.5,63.4,78.7,51.5,63.4,49.1,64.8,0.0,0,0.0,,0,0,19.9,13.9,273.5,1017.4,0.4,1.2,226.4,19.7,8,,06:58:27,18:12:18,0.78,Clear,Clear conditions throughout the day.,clear-day,,1581943338,42181099999,42139099999,obs,42182099999,,42176099999,1581877800,1581902907,,VIDP
,2020-02-18,77.4,51.8,64.0,77.4,51.8,64.0,45.9,55.4,0.0,0,0.0,,0,0,21.7,12.8,270.0,1014.6,7.2,1.3,229.4,19.7,8,,06:57:35,18:13:02,0.81,Clear,Clear conditions throughout the day.,clear-day,,1582029782,42181099999,42139099999,obs,42182099999,,42176099999,1581964200,1581989255,,VIDP
,2020-02-19,78.9,49.9,66.1,78.9,49.9,66.1,49.6,59.5,0.0,0,0.0,,0,0,21.7,13.9,112.5,1013.2,45.8,1.4,204.4,17.8,7,,06:56:42,18:13:45,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1582116225,42181099999,42139099999,obs,42182099999,remote,42176099999,1582050600,1582075602,VIDD,VIDP
,2020-02-20,80.4,59.3,69.2,80.8,59.3,69.2,54.2,60.6,0.039,100,4.17,rain,0,0,28.9,15.0,103.2,1012.8,54.7,1.6,209.0,18.1,7,,06:55:48,18:14:28,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,1582202668,42181099999,42139099999,obs,42182099999,,42176099999,1582137000,1582161948,VIDD,VIDP
,2020-02-21,68.0,57.2,62.9,68.0,57.2,62.9,57.3,82.6,0.0,0,0.0,,0,0,32.0,17.2,61.9,1016.6,66.5,1.8,55.3,4.7,3,,06:54:53,18:15:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1582289110,42181099999,42139099999,obs,42182099999,,42176099999,1582223400,1582248293,,VIDP
,2020-02-22,75.3,55.4,64.2,75.3,55.4,64.2,56.5,78.0,0.0,0,0.0,,0,0,17.4,9.2,56.9,1020.1,46.2,1.4,165.9,14.4,7,,06:53:57,18:15:52,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1582375552,42181099999,42139099999,obs,42182099999,,42176099999,1582309800,1582334637,,VIDP
,2020-02-23,79.5,58.0,68.1,79.5,58.0,68.1,58.8,74.9,0.0,0,0.0,,0,0,13.4,9.2,323.7,1018.0,39.7,1.2,202.0,17.7,7,,06:53:00,18:16:34,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1582461994,42181099999,42139099999,obs,42182099999,,42176099999,1582396200,1582420980,,VIDP
,2020-02-24,78.2,57.3,67.4,78.2,57.3,67.4,57.0,71.5,0.0,0,0.0,,0,0,14.3,8.1,303.8,1014.7,16.4,1.5,208.5,18.1,8,,06:52:02,18:17:15,0.02,Clear,Clear conditions throughout the day.,clear-day,,1582548435,42181099999,42139099999,obs,42182099999,,42176099999,1582482600,1582507322,,VIDP
,2020-02-25,78.0,57.2,66.9,78.0,57.2,66.9,57.6,75.5,0.0,0,0.0,,0,0,15.4,11.4,281.4,1013.5,6.2,1.0,223.7,19.3,8,,06:51:04,18:17:56,0.05,Clear,Clear conditions throughout the day.,clear-day,,1582634876,42181099999,42139099999,obs,42182099999,,42176099999,1582569000,1582593664,,VIDP
,2020-02-26,80.1,57.9,68.6,80.6,57.9,68.6,57.0,70.4,0.0,0,0.0,,0,0,13.0,8.8,274.1,1014.1,19.8,1.0,219.5,18.8,8,,06:50:04,18:18:36,0.09,Clear,Clear conditions throughout the day.,clear-day,,1582721316,42181099999,42139099999,obs,42182099999,,42176099999,1582655400,1582680004,,VIDP
,2020-02-27,80.6,59.0,69.2,80.8,59.0,69.2,60.9,77.5,0.0,0,0.0,,0,0,11.4,8.1,111.3,1014.5,37.7,0.9,206.3,17.9,8,,06:49:04,18:19:16,0.12,Partially cloudy,Partly cloudy throughout the day.,fog,,1582807756,42181099999,42139099999,obs,42182099999,,42176099999,1582741800,1582766344,remote,VIDP
,2020-02-28,78.7,64.2,70.3,78.7,64.2,70.3,61.8,76.1,0.0,0,0.0,,0,0,20.8,12.8,110.4,1013.0,47.2,1.2,188.3,16.1,7,,06:48:03,18:19:56,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1582894196,42181099999,42139099999,obs,42182099999,,42176099999,1582828200,1582852683,,VIDP
,2020-02-29,80.4,60.8,68.4,82.4,60.8,68.5,61.2,79.9,0.726,100,8.33,rain,0,0,22.8,15.0,91.5,1012.2,65.9,1.3,134.9,11.6,7,,06:47:02,18:20:35,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,1582980635,42181099999,42139099999,obs,42182099999,,42176099999,1582914600,1582939022,,VIDP
,2020-03-01,79.1,59.0,68.9,79.1,59.0,68.9,59.3,74.0,0.0,0,0.0,,0,0,14.8,12.8,111.5,1013.0,30.7,1.6,198.7,17.0,8,,06:46:00,18:21:14,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1583067074,42181099999,42139099999,obs,42182099999,,42176099999,1583001000,1583025360,,VIDP
,2020-03-02,82.4,61.3,70.6,82.7,61.3,70.6,61.1,74.8,0.0,0,0.0,,0,0,9.6,8.1,272.3,1012.7,32.8,1.2,222.6,19.1,8,,06:44:57,18:21:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1583153512,42181099999,42139099999,obs,42182099999,,42176099999,1583087400,1583111697,,VIDP
,2020-03-03,82.6,60.6,71.3,81.9,60.6,71.2,57.8,66.9,0.0,0,0.0,,0,0,14.1,8.1,289.2,1011.2,26.9,1.3,232.7,20.0,8,,06:43:54,18:22:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1583239951,42181099999,42139099999,obs,42182099999,,42176099999,1583173800,1583198034,,VIDP
,2020-03-04,83.3,61.2,70.0,84.3,61.2,70.0,57.1,66.5,0.0,0,0.0,,0,0,20.8,13.2,120.1,1010.2,33.2,1.5,215.1,18.8,8,,06:42:49,18:23:08,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,1583326388,42181099999,42139099999,obs,42182099999,,42176099999,1583260200,1583284369,,VIDP
,2020-03-05,79.5,59.0,67.1,79.5,59.0,67.1,58.9,77.1,0.614,100,12.5,rain,0,0,24.4,15.0,99.5,1010.4,74.0,1.5,207.4,17.9,8,,06:41:45,18:23:46,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,1583412826,42181099999,42139099999,obs,42182099999,,42176099999,1583346600,1583370705,remote,VIDP
,2020-03-06,70.1,55.4,60.8,70.1,55.4,60.8,56.8,87.3,1.113,100,16.67,rain,0,0,32.4,11.4,90.8,1009.3,72.2,1.2,102.9,8.9,6,,06:40:40,18:24:23,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,1583499263,42181099999,42139099999,obs,42182099999,,42176099999,1583433000,1583457040,,VIDP
,2020-03-07,69.1,57.2,63.0,69.1,57.2,63.0,58.0,84.9,0.0,0,0.0,,0,0,18.3,9.2,124.1,1013.9,62.7,1.4,180.0,15.4,7,,06:39:34,18:25:00,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1583585700,42181099999,42139099999,obs,42182099999,,42176099999,1583519400,1583543374,,VIDP
,2020-03-08,77.0,56.3,64.9,77.0,56.3,64.9,56.3,77.0,3.362,100,4.17,rain,0,0,17.9,13.9,299.5,1016.1,24.9,1.3,236.4,20.2,9,,06:38:28,18:25:37,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,1583672137,42181099999,42139099999,obs,42182099999,,42176099999,1583605800,1583629708,remote,VIDP
,2020-03-09,77.0,56.9,65.5,77.0,56.9,65.5,53.7,69.5,0.0,0,0.0,,0,0,22.4,13.9,281.2,1013.2,6.0,1.7,262.1,22.6,9,,06:37:22,18:26:13,0.5,Clear,Clear conditions throughout the day.,clear-day,,1583758573,42181099999,42139099999,obs,42182099999,remote,42176099999,1583692200,1583716042,VIDD,VIDP
,2020-03-10,77.9,54.1,66.7,77.9,54.1,66.7,53.5,66.2,0.014,100,4.17,rain,0,0,10.3,6.9,148.4,1011.9,21.5,1.5,258.7,22.5,9,,06:36:15,18:26:49,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,1583845009,42181099999,42139099999,obs,42182099999,,42176099999,1583778600,1583802375,,VIDP
,2020-03-11,80.2,61.7,70.1,81.8,61.7,70.2,60.2,72.8,0.041,100,8.33,rain,0,0,24.2,15.0,107.3,1009.3,56.0,1.7,203.3,17.6,8,,06:35:07,18:27:25,0.55,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,,1583931445,42181099999,42139099999,obs,42182099999,,42176099999,1583865000,1583888707,,VIDP
,2020-03-12,80.6,61.2,71.0,80.5,61.2,70.9,57.2,66.6,0.0,0,0.0,,0,0,23.0,11.4,137.0,1011.5,51.8,1.8,229.9,19.9,8,,06:34:00,18:28:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584017881,42181099999,42139099999,obs,42182099999,,42176099999,1583951400,1583975040,,VIDP
,2020-03-13,81.6,59.0,70.1,80.6,59.0,70.0,50.9,54.3,0.0,0,0.0,,0,0,22.6,9.2,250.0,1013.5,28.3,1.7,240.8,21.0,9,,06:32:52,18:28:36,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584104316,42181099999,42139099999,obs,42182099999,,42176099999,1584037800,1584061372,,VIDP
,2020-03-14,73.7,60.0,65.5,73.7,60.0,65.5,60.4,84.4,1.263,100,8.33,rain,0,0,19.2,11.4,71.4,1015.1,53.9,1.5,165.8,14.2,6,,06:31:43,18:29:11,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,1584190751,42181099999,42139099999,obs,42182099999,,42176099999,1584124200,1584147703,remote,VIDP
,2020-03-15,76.3,55.4,65.5,76.3,55.4,65.5,55.3,72.9,0.0,0,0.0,,0,0,9.8,8.1,320.5,1016.4,40.9,1.3,210.7,18.2,7,,06:30:35,18:29:46,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584277186,42181099999,42139099999,obs,42182099999,,42176099999,1584210600,1584234035,,VIDP
,2020-03-16,78.4,57.7,67.9,78.4,57.7,67.9,56.1,68.7,0.0,0,0.0,,0,0,15.9,8.8,282.1,1016.4,36.6,1.5,251.0,21.5,8,,06:29:26,18:30:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584363621,42181099999,42139099999,obs,42182099999,,42176099999,1584297000,1584320366,,VIDP
,2020-03-17,81.3,57.2,70.0,81.4,57.2,70.0,56.5,66.0,0.0,0,0.0,,0,0,18.8,11.4,285.4,1016.2,0.0,1.7,269.6,23.3,9,,06:28:17,18:30:55,0.76,Clear,Clear conditions throughout the day.,clear-day,,1584450055,42181099999,42139099999,obs,42182099999,,42176099999,1584383400,1584406697,,VIDP
,2020-03-18,84.2,59.0,72.1,83.8,59.0,72.0,58.3,65.6,0.0,0,0.0,,0,0,18.6,11.4,272.4,1014.5,9.1,1.5,264.2,22.9,9,,06:27:08,18:31:30,0.79,Clear,Clear conditions throughout the day.,clear-day,,1584536490,42181099999,42139099999,obs,42182099999,,42176099999,1584469800,1584493028,,VIDP
,2020-03-19,86.0,60.8,74.2,85.4,60.8,74.3,61.0,66.2,0.0,0,0.0,,0,0,18.6,9.2,291.8,1011.2,22.3,1.5,257.0,22.4,9,,06:25:58,18:32:04,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584622924,42181099999,42139099999,obs,42182099999,,42176099999,1584556200,1584579358,,VIDP
,2020-03-20,87.2,62.6,75.5,89.7,62.6,75.7,60.9,62.6,0.0,0,0.0,,0,0,13.4,6.9,91.3,1010.0,37.9,1.4,243.0,21.1,9,,06:24:49,18:32:38,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584709358,42181099999,42139099999,obs,42182099999,,42176099999,1584642600,1584665689,,VIDP
,2020-03-21,86.0,66.9,76.5,86.8,66.9,76.5,59.8,58.4,0.0,0,0.0,,0,0,18.3,8.1,291.4,1010.5,46.4,1.7,250.2,21.8,9,,06:23:39,18:33:12,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584795792,42181099999,42139099999,obs,42182099999,,42176099999,1584729000,1584752019,,VIDP
,2020-03-22,86.7,62.6,75.9,86.6,62.6,75.7,59.8,60.9,0.0,0,0.0,,0,0,17.2,9.2,299.1,1012.4,16.2,1.7,265.8,22.8,9,,06:22:30,18:33:46,0.93,Clear,Clear conditions throughout the day.,clear-day,,1584882226,42181099999,42139099999,obs,42182099999,,42176099999,1584815400,1584838350,remote,VIDP
,2020-03-23,89.3,64.4,76.7,88.6,64.4,76.1,57.7,56.1,0.0,0,0.0,,0,0,10.7,5.8,269.9,1012.0,31.8,1.6,269.8,23.2,9,,06:21:20,18:34:19,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1584968659,42181099999,42139099999,obs,42182099999,,42176099999,1584901800,1584924680,,VIDP
,2020-03-24,90.6,67.4,75.3,94.2,67.4,75.4,60.5,62.1,0.031,100,4.17,rain,0,0,28.9,17.2,140.1,1010.5,55.8,1.7,224.4,19.4,9,,06:20:10,18:34:53,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,1585055093,42181099999,42139099999,obs,42182099999,,42176099999,1584988200,1585011010,,VIDP
,2020-03-25,90.5,64.4,76.0,91.1,64.4,75.9,61.1,64.1,0.0,0,0.0,,0,0,18.1,9.2,302.4,1011.2,37.9,1.9,256.0,22.0,9,,06:19:00,18:35:27,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1585141527,42181099999,42139099999,obs,42182099999,,42176099999,1585074600,1585097340,,VIDP
,2020-03-26,82.1,68.0,74.6,83.5,68.0,74.9,62.7,67.4,0.0,0,0.0,,0,0,20.8,12.8,274.2,1012.4,58.4,1.5,190.7,16.5,7,,06:17:51,18:36:00,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1585227960,42181099999,42139099999,obs,42182099999,,42176099999,1585161000,1585183671,,VIDP
,2020-03-27,78.1,64.4,69.9,78.1,64.4,69.9,61.5,76.0,0.223,100,12.5,rain,0,0,17.4,11.4,143.4,1014.1,63.0,1.6,141.0,12.2,6,,06:16:41,18:36:33,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,1585314393,42181099999,42139099999,obs,42182099999,,42176099999,1585247400,1585270001,,VIDP
,2020-03-28,82.4,62.9,71.7,81.7,62.9,71.7,59.7,69.2,0.0,0,0.0,,0,0,19.0,11.4,304.9,1014.6,23.8,1.7,275.5,23.8,9,,06:15:32,18:37:07,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,1585400827,42181099999,42139099999,obs,42182099999,,42176099999,1585333800,1585356332,,VIDP
,2020-03-29,85.5,62.6,74.3,83.8,62.6,73.9,56.8,58.0,0.0,0,0.0,,0,0,24.4,12.8,303.5,1012.5,0.7,2.0,280.4,24.2,9,,06:14:22,18:37:40,0.17,Clear,Clear conditions throughout the day.,clear-day,,1585487260,42181099999,42139099999,obs,42182099999,,42176099999,1585420200,1585442662,,VIDP
,2020-03-30,85.3,64.0,74.2,83.4,64.0,73.8,55.2,55.1,0.0,0,0.0,,0,0,21.0,11.4,287.1,1012.4,19.8,1.9,284.3,24.7,9,,06:13:13,18:38:13,0.2,Clear,Clear conditions throughout the day.,clear-day,,1585573693,42181099999,42139099999,obs,42182099999,,42176099999,1585506600,1585528993,,VIDP
,2020-03-31,89.5,64.0,75.2,86.9,64.0,74.4,54.7,53.1,0.102,100,4.17,rain,0,0,18.1,9.2,309.1,1011.0,38.7,2.1,255.0,22.1,9,,06:12:04,18:38:47,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,1585660127,42181099999,42139099999,obs,42182099999,,42176099999,1585593000,1585615324,remote,VIDP
,2020-04-01,90.1,66.0,76.0,88.4,66.0,75.5,58.7,59.4,0.016,100,4.17,rain,0,0,13.0,10.3,292.1,1010.2,26.7,2.0,267.9,23.1,9,,06:10:55,18:39:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,1585746560,42181099999,42139099999,obs,42182099999,,42176099999,1585679400,1585701655,,VIDP
,2020-04-02,87.4,64.4,76.1,85.7,64.4,75.7,55.9,52.8,0.0,0,0.0,,0,0,22.8,13.9,294.8,1011.1,19.8,2.1,291.8,25.2,9,,06:09:46,18:39:53,0.3,Clear,Clear conditions throughout the day.,clear-day,,1585832993,42181099999,42139099999,obs,42182099999,,42176099999,1585765800,1585787986,,VIDP
,2020-04-03,86.0,60.8,74.5,83.2,60.8,73.8,49.3,44.3,0.0,0,0.0,,0,0,20.1,10.3,284.0,1012.0,36.9,2.1,300.9,26.1,10,,06:08:38,18:40:27,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1585919427,42181099999,42139099999,obs,42182099999,,42176099999,1585852200,1585874318,,VIDP
,2020-04-04,89.7,60.8,76.1,86.8,60.8,75.1,51.2,45.8,0.0,0,0.0,,0,0,20.8,10.3,288.1,1011.9,19.7,2.0,297.9,25.8,10,,06:07:30,18:41:00,0.37,Clear,Clear conditions throughout the day.,clear-day,,1586005860,42181099999,42139099999,obs,42182099999,,42176099999,1585938600,1585960650,,VIDP
,2020-04-05,91.4,64.9,78.6,90.8,64.9,78.1,56.2,48.7,0.0,0,0.0,,0,0,13.4,6.9,322.1,1012.5,24.4,1.9,284.0,24.5,9,,06:06:22,18:41:34,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586092294,42181099999,42139099999,obs,42182099999,,42176099999,1586025000,1586046982,,VIDP
,2020-04-06,96.2,68.4,82.8,93.3,68.4,81.7,56.5,44.7,0.0,0,0.0,,0,0,20.6,11.4,300.2,1011.3,15.0,1.9,288.2,25.0,9,,06:05:15,18:42:07,0.44,Clear,Clear conditions throughout the day.,clear-day,,1586178727,42181099999,42139099999,obs,42182099999,,42176099999,1586111400,1586133315,,VIDP
,2020-04-07,91.4,66.2,79.8,89.9,66.2,79.2,56.1,46.7,0.0,0,0.0,,0,0,25.7,12.8,307.6,1009.5,40.6,2.0,287.3,24.7,10,,06:04:08,18:42:41,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586265161,42181099999,42139099999,obs,42182099999,,42176099999,1586197800,1586219648,,VIDP
,2020-04-08,91.4,69.8,79.6,88.6,69.8,78.7,52.5,40.9,0.0,0,0.0,,0,0,19.5,11.4,299.4,1010.0,28.4,2.2,293.5,25.3,10,,06:03:01,18:43:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586351594,42181099999,42139099999,obs,42182099999,,42176099999,1586284200,1586305981,remote,VIDP
,2020-04-09,90.7,59.3,78.1,89.3,59.3,77.2,51.2,42.1,0.0,0,0.0,,0,0,16.6,11.4,279.3,1010.5,35.3,2.4,302.1,25.9,10,,06:01:55,18:43:48,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586438028,42181099999,42139099999,obs,42182099999,,42176099999,1586370600,1586392315,,VIDP
,2020-04-10,95.1,66.1,82.2,93.2,66.1,80.9,52.2,39.1,0.0,0,0.0,,0,0,15.4,7.4,302.3,1011.4,31.2,2.0,278.4,23.9,9,,06:00:49,18:44:22,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586524462,42181099999,42139099999,obs,42182099999,,42176099999,1586457000,1586478649,,VIDP
,2020-04-11,98.0,71.0,84.9,97.6,71.0,83.5,53.6,37.3,0.0,0,0.0,,0,0,13.2,11.4,314.2,1012.1,31.0,2.2,298.1,25.6,10,,05:59:43,18:44:55,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586610895,42181099999,42139099999,obs,42182099999,,42176099999,1586543400,1586564983,,VIDP
,2020-04-12,98.6,69.8,84.6,97.6,69.8,83.7,55.2,38.8,0.0,0,0.0,,0,0,17.9,11.4,284.1,1010.2,31.2,2.3,299.3,25.6,10,,05:58:39,18:45:29,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586697329,42181099999,42139099999,obs,42182099999,,42176099999,1586629800,1586651319,,VIDP
,2020-04-13,99.8,72.5,86.5,100.9,72.5,86.0,57.2,39.8,0.0,0,0.0,,0,0,23.5,12.8,274.6,1008.0,30.4,2.2,289.8,25.0,9,,05:57:34,18:46:03,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586783763,42181099999,42139099999,obs,42182099999,,42176099999,1586716200,1586737654,,VIDP
,2020-04-14,102.2,76.9,88.9,106.7,76.9,88.9,60.3,42.1,0.0,0,0.0,,0,0,11.0,5.0,124.2,1008.2,57.2,2.2,273.3,23.7,9,,05:56:30,18:46:38,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586870198,42181099999,42139099999,obs,42182099999,,42176099999,1586802600,1586823990,,VIDP
,2020-04-15,103.1,78.3,90.2,100.0,78.3,88.0,50.8,30.2,0.0,0,0.0,,0,0,15.9,9.2,278.7,1007.8,53.1,2.0,267.6,23.1,9,,05:55:27,18:47:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,1586956632,42181099999,42139099999,obs,42182099999,,42176099999,1586889000,1586910327,,VIDP
